Timestamp,Value,Category
2021/8/29 13:08,42165.0656,0
2021/8/30 12:24,42165.1673,0
2021/8/31 12:31,42165.2798,0
2021/9/1 19:31,42165.4351,0
2021/9/2 12:45,42165.5251,0
2021/9/3 17:45,42165.6874,0
2021/9/4 12:59,42165.7964,0
2021/9/5 18:16,42165.9742,0
2021/9/6 20:06,42166.1315,0
2021/9/7 21:56,42166.2876,3
2021/9/8 13:27,42166.3779,3
2021/9/9 5:57,42166.4752,3
2021/9/10 22:17,42163.299,3
2021/9/11 12:04,42163.3721,3
2021/9/12 13:59,42163.4941,3
2021/9/13 12:18,42163.5882,0
2021/9/14 12:49,42163.6799,0
2021/9/15 10:49,42163.7547,0
2021/9/16 12:39,42163.8358,0
2021/9/17 21:23,42163.9316,0
2021/9/18 12:53,42163.977,0
2021/9/19 13:25,42164.048,0
2021/9/20 11:24,42164.1144,0
2021/9/21 11:31,42164.1901,0
2021/9/22 13:13,42164.275,0
2021/9/23 13:28,42164.3602,0
2021/9/24 13:05,42164.448,0
2021/9/25 17:09,42164.5612,0
2021/9/26 21:15,42164.6829,0
2021/9/27 20:49,42164.7892,0
2021/9/28 22:40,42164.9148,0
2021/9/29 22:47,42165.0392,0
2021/9/30 12:34,42165.1127,0
2021/10/1 12:26,42165.2484,0
2021/10/2 17:55,42165.4261,0
2021/10/3 18:12,42165.5761,0
2021/10/4 20:07,42165.7362,0
2021/10/5 21:45,42165.8923,0
2021/10/6 21:52,42166.0328,0
2021/10/7 13:31,42166.1208,3
2021/10/8 11:46,42166.2397,3
2021/10/9 2:21,42166.3101,3
2021/10/10 18:53,42163.4713,3
2021/10/11 12:58,42163.5448,3
2021/10/12 12:14,42163.6283,3
2021/10/13 20:13,42163.7245,0
2021/10/14 13:39,42163.7766,0
2021/10/15 18:01,42163.8582,0
2021/10/16 14:25,42163.9171,0
2021/10/17 16:15,42163.9933,0
2021/10/18 10:36,42164.0505,0
2021/10/19 18:13,42164.1531,0
2021/10/20 20:03,42164.2448,0
2021/10/21 13:17,42164.3064,0
2021/10/22 16:50,42164.4144,0
2021/10/23 18:40,42164.5214,0
2021/10/24 12:56,42164.5982,0
